group_sid,group_id,group_name,technique_id,technique_name,is_subtechnique
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1574.012,COR_PROFILER,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1608.001,Upload Malware,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1083,File and Directory Discovery,False
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1027.010,Command Obfuscation,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1134.002,Create Process with Token,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1564.002,Hidden Users,True
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,G0121,Sidewinder,T1218.005,Mshta,True
intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,G0085,FIN4,T1059.005,Visual Basic,True
intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e,G0054,Sowbug,T1083,File and Directory Discovery,False
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,G0103,Mofang,T1566.002,Spearphishing Link,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1040,Network Sniffing,False
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1105,Ingress Tool Transfer,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1059.001,PowerShell,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1566.002,Spearphishing Link,True
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1059.005,Visual Basic,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1115,Clipboard Data,False
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,G0095,Machete,T1204.002,Malicious File,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1003,OS Credential Dumping,False
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1021.006,Windows Remote Management,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1082,System Information Discovery,False
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1003.001,LSASS Memory,True
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1071.001,Web Protocols,True
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1562.001,Disable or Modify Tools,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1057,Process Discovery,False
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1482,Domain Trust Discovery,False
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1027.010,Command Obfuscation,True
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1598,Phishing for Information,False
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1505.003,Web Shell,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1070.006,Timestomp,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1090.003,Multi-hop Proxy,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1580,Cloud Infrastructure Discovery,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1595.002,Vulnerability Scanning,True
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,G0121,Sidewinder,T1598.003,Spearphishing Link,True
intrusion-set--2c40f629-6cf9-4f75-af32-9a98caec24ae,G1042,RedEcho,T1571,Non-Standard Port,False
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1070.001,Clear Windows Event Logs,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1588.002,Tool,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1562.001,Disable or Modify Tools,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1534,Internal Spearphishing,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1133,External Remote Services,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1090.002,External Proxy,True
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,G0121,Sidewinder,T1124,System Time Discovery,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1195.002,Compromise Software Supply Chain,True
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,G1036,Moonstone Sleet,T1071.001,Web Protocols,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1059.001,PowerShell,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1016.002,Wi-Fi Discovery,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1588.002,Tool,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1105,Ingress Tool Transfer,False
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,G1045,Salt Typhoon,T1590.004,Network Topology,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1059.005,Visual Basic,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1497.002,User Activity Based Checks,True
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1530,Data from Cloud Storage,False
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,G0121,Sidewinder,T1566.002,Spearphishing Link,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1049,System Network Connections Discovery,False
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1190,Exploit Public-Facing Application,False
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,G0053,FIN5,T1090.002,External Proxy,True
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,G1035,Winter Vivern,T1059,Command and Scripting Interpreter,False
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,G0073,APT19,T1059.001,PowerShell,True
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1574.001,DLL,True
intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,G0068,PLATINUM,T1105,Ingress Tool Transfer,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1104,Multi-Stage Channels,False
intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,G0066,Elderwood,T1204.002,Malicious File,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1021.001,Remote Desktop Protocol,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1585.001,Social Media Accounts,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1584.004,Server,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1218.005,Mshta,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1005,Data from Local System,False
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1008,Fallback Channels,False
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,G0105,DarkVishnya,T1543.003,Windows Service,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1047,Windows Management Instrumentation,False
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1609,Container Administration Command,False
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1049,System Network Connections Discovery,False
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1098.004,SSH Authorized Keys,True
intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,G0134,Transparent Tribe,T1204.002,Malicious File,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1027.013,Encrypted/Encoded File,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1059,Command and Scripting Interpreter,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1110.002,Password Cracking,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1102,Web Service,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1584.001,Domains,True
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1018,Remote System Discovery,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1059.006,Python,True
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1614,System Location Discovery,False
intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,G0039,Suckfly,T1059.003,Windows Command Shell,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1059.005,Visual Basic,True
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1588.002,Tool,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1046,Network Service Discovery,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1036.004,Masquerade Task or Service,True
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,G1036,Moonstone Sleet,T1585.002,Email Accounts,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1106,Native API,False
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1059.004,Unix Shell,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1003.006,DCSync,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1204.002,Malicious File,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1210,Exploitation of Remote Services,False
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1136,Create Account,False
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1589,Gather Victim Identity Information,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1105,Ingress Tool Transfer,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1090,Proxy,False
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1012,Query Registry,False
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,G0115,GOLD SOUTHFIELD,T1199,Trusted Relationship,False
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1553.002,Code Signing,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1059.003,Windows Command Shell,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1566.001,Spearphishing Attachment,True
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1518.001,Security Software Discovery,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1539,Steal Web Session Cookie,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1087.001,Local Account,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1021.004,SSH,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1074.002,Remote Data Staging,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1070.004,File Deletion,True
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,G0001,Axiom,T1005,Data from Local System,False
intrusion-set--b2e34388-6938-4c59-a702-80dc219e15e3,G0123,Volatile Cedar,T1595.002,Vulnerability Scanning,True
intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,G0120,Evilnum,T1497.001,System Checks,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1588.002,Tool,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1087.002,Domain Account,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1574.006,Dynamic Linker Hijacking,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1608.001,Upload Malware,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1071.001,Web Protocols,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1069,Permission Groups Discovery,False
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1114,Email Collection,False
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,G0064,APT33,T1552.001,Credentials In Files,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1583.005,Botnet,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1083,File and Directory Discovery,False
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1087.002,Domain Account,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1518,Software Discovery,False
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1005,Data from Local System,False
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1102,Web Service,False
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1591.002,Business Relationships,True
intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,G0048,RTM,T1574.001,DLL,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1059.001,PowerShell,True
intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,G0131,Tonto Team,T1574.001,DLL,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1553.006,Code Signing Policy Modification,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1036.006,Space after Filename,True
intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,G0134,Transparent Tribe,T1027.013,Encrypted/Encoded File,True
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1665,Hide Infrastructure,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1010,Application Window Discovery,False
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1584.001,Domains,True
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1070.006,Timestomp,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1070.003,Clear Command History,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1560.001,Archive via Utility,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1574.001,DLL,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1587.001,Malware,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1053.002,At,True
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,G0064,APT33,T1003.005,Cached Domain Credentials,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1112,Modify Registry,False
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,G0098,BlackTech,T1588.002,Tool,True
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,True
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1204.002,Malicious File,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1595.002,Vulnerability Scanning,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1055.012,Process Hollowing,True
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1033,System Owner/User Discovery,False
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1564.001,Hidden Files and Directories,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1059.003,Windows Command Shell,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1588.002,Tool,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1057,Process Discovery,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1586.001,Social Media Accounts,True
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1021.001,Remote Desktop Protocol,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1560.001,Archive via Utility,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1078.003,Local Accounts,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1132.001,Standard Encoding,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1059.007,JavaScript,True
intrusion-set--674582ec-51c4-42ce-b409-797239e37a2a,G1031,Saint Bear,T1059.007,JavaScript,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1078,Valid Accounts,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1546.013,PowerShell Profile,True
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,G0107,Whitefly,T1105,Ingress Tool Transfer,False
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1608.001,Upload Malware,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1047,Windows Management Instrumentation,False
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1218.005,Mshta,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1562.006,Indicator Blocking,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1595.003,Wordlist Scanning,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1047,Windows Management Instrumentation,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1546.010,AppInit DLLs,True
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1105,Ingress Tool Transfer,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1190,Exploit Public-Facing Application,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1033,System Owner/User Discovery,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1027.016,Junk Code Insertion,True
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1572,Protocol Tunneling,False
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1197,BITS Jobs,False
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1614.001,System Language Discovery,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1585.002,Email Accounts,True
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,G0122,Silent Librarian,T1588.004,Digital Certificates,True
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1583.001,Domains,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1027.005,Indicator Removal from Tools,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1003.002,Security Account Manager,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1518.001,Security Software Discovery,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1134.002,Create Process with Token,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1056.001,Keylogging,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1583.006,Web Services,True
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1546.003,Windows Management Instrumentation Event Subscription,True
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,G0018,admin@338,T1566.001,Spearphishing Attachment,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1078,Valid Accounts,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1055.001,Dynamic-link Library Injection,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1588.002,Tool,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1016,System Network Configuration Discovery,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1059.001,PowerShell,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1566.001,Spearphishing Attachment,True
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,G0026,APT18,T1078,Valid Accounts,False
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,G0053,FIN5,T1070.004,File Deletion,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1566.001,Spearphishing Attachment,True
intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,G0008,Carbanak,T1562.004,Disable or Modify System Firewall,True
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1566.001,Spearphishing Attachment,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1053.005,Scheduled Task,True
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,G0018,admin@338,T1016,System Network Configuration Discovery,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1027.013,Encrypted/Encoded File,True
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,G0078,Gorgon Group,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1203,Exploitation for Client Execution,False
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1059.003,Windows Command Shell,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1586.002,Email Accounts,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1074.001,Local Data Staging,True
